cell_id,H3tot,H3met,CK5,Fibronectin,CK19,CK8/18,TWIST1,CD68,CK14,SMA,Vimentin,Myc,HER2,CD3,H3phospho,ERK1/2,SLUG,ER,PR,p53,CD44,EpCAM,CD45,GATA3,CD20,betaCatenin,CAIX,Ecadherin,Ki67,EGFR,S6,Sox9,vWf_CD31,mTOR,CK7,panCK,cPARP_cCasp3,DNA1,DNA2
1,11.435987,1.2802209,0.09280519,0.44390908,1.1511298,1.6198051,0.099519484,0.07483117,0.050493505,0.20384417,2.7807798,0.20909092,0.77192205,0.06048052,0.26877922,0.16618182,0.76410395,0.089935064,0.55805194,0.03312987,2.3561301,0.15405194,0.012987013,0.72654545,0.012987013,0.10789611,0.4086883,4.1527534,0.16102597,0.15655844,2.3004155,0.12644155,0.11455844,0.9221299,0.46040264,11.155493,0.8212857,7.1418576,13.127857
2,6.6763783,0.89879274,0.11635366,1.1816828,3.4797316,2.8609881,0.18187805,0.38537803,0.099048786,2.6500487,17.649363,0.36929268,0.67419505,0.32840246,0.22229269,0.4387805,0.48014632,0.11387804,0.55539024,0.14532927,5.853122,0.27158538,0.05330488,0.30831707,0.06097561,0.24578048,0.51634145,6.601633,0.26275608,0.471,2.454634,0.07602439,0.06969512,1.4084878,0.9405488,28.76944,1.3035854,2.3724391,4.156317
3,5.50019,0.6936905,0.108095236,0.71395236,1.2266667,2.668619,0.04761905,0.20197618,0.04761905,0.7868571,13.404405,0.49778572,0.91083336,0.16835715,0.20064285,0.23357141,0.42859522,0.11654762,0.47442853,0.07009524,9.934357,0.20411904,0.0,0.37347618,0.07847619,0.023809524,0.43876195,1.611738,0.15485714,0.18940476,2.120524,0.04842857,0.08742857,0.85695237,0.39907146,21.614906,1.0329047,1.6305239,3.7406907
4,5.9947124,0.58942306,0.34119236,1.1127692,0.66023076,0.9371346,0.086615376,0.27515385,0.03846154,6.223981,4.370942,0.35113463,0.55394226,0.1140577,0.0646923,0.16098078,0.12188462,0.023519231,0.41930768,0.060903847,20.763601,0.22309615,0.01923077,0.18486539,0.0,0.06944231,0.7964039,1.513019,0.063307695,0.09711539,1.2714038,0.14365385,0.057692308,0.4658077,0.41680768,13.019441,0.62542313,1.1142884,2.5822308
5,4.3909297,0.44715276,0.12330556,8.072971,0.26836112,0.09111111,0.027777778,1.271486,0.057402775,0.17126389,4.3438606,0.21461111,0.35290277,0.10802778,0.30181944,0.39808333,0.20502777,0.10102777,0.5728195,0.070861116,36.87993,0.4621528,0.19345833,0.2732639,0.064208336,0.027777778,0.4766389,0.2059861,0.047930557,0.17515278,1.7903472,0.3056806,0.069625,0.40687498,0.0,0.066416666,0.70220834,1.9570558,3.7818477
6,13.156172,0.69952166,0.025586957,3.6978698,0.45223916,0.6871957,0.11693478,0.26356524,0.08695652,0.5097826,4.419674,0.16780435,0.6848696,0.15634784,0.18023914,0.0741087,0.5796522,0.103565216,0.4227174,0.02173913,12.458846,0.35050002,0.116130434,0.44599998,0.02173913,0.13043478,0.6356522,2.866239,0.033847827,0.33904347,1.6281521,0.07321739,0.07765217,0.38034782,0.04347826,8.914934,0.6341087,2.8252826,5.2047386
7,9.518772,1.2796819,0.100045465,2.103409,2.7357728,2.9118638,0.3055909,0.36186364,0.045454547,0.3829545,10.497591,0.2530909,2.23,0.24640909,0.0,0.30554545,0.10818183,0.103954546,0.34800002,0.0,7.0170903,0.31504548,0.0,0.7131818,0.0,0.0,0.6123636,2.3224545,0.14509091,0.3899091,2.372136,0.045454547,0.045454547,1.2243636,0.7538636,39.468636,1.1758182,4.0145907,9.658091
8,6.1921005,0.92615,0.19915,2.7112753,1.346075,2.4634502,0.1416,0.21935001,0.1,0.625875,4.6901245,0.21957497,1.806275,0.084249996,0.2674,0.12799999,0.127275,0.040275,0.28727502,0.109124996,7.4107246,0.255275,0.0,0.8057249,0.09635,0.19995001,0.6519,3.0278997,0.16475001,0.2936,2.3496246,0.343525,0.1,1.1766251,0.69562495,25.584803,1.0661,2.005525,3.9505248
9,9.996112,1.0420556,0.055555556,0.4645,1.638889,2.028389,0.266,0.43144447,0.14122222,10.2463875,10.782445,0.4186667,3.0837224,0.16666667,0.214,0.055555556,0.36727777,0.078666665,0.7174444,0.07561111,15.767946,0.6516111,0.0,0.7088889,0.14577778,0.055555556,0.5701667,4.8466115,0.19761111,0.6045,3.319056,0.055555556,0.055555556,2.0375001,0.7822222,35.506336,1.4147778,4.7174997,5.791222
10,18.747694,0.72354233,0.07567797,0.7791865,0.18557627,0.91381353,0.084745765,0.06779661,0.05149153,0.43544072,2.299644,0.16962713,0.22798306,0.033898305,0.15530509,0.11432203,0.016949153,0.033898305,0.31361017,0.05257627,7.0363564,0.31115252,0.07352543,0.6179492,0.0580678,0.08238983,0.37696612,4.0031185,0.17738983,0.33881354,1.5511866,0.07686441,0.06779661,0.52025425,0.08715255,5.755695,0.41027114,5.521169,10.222983
11,11.840597,0.6050829,0.12562439,0.863605,0.7965073,2.3636677,0.10024391,0.21519999,0.056668296,2.0490146,8.106678,0.28887808,0.86171687,0.09906342,0.09612683,0.24779512,0.4377756,0.0688,0.41953653,0.06998537,10.3264,0.31035608,0.0711122,0.5905072,0.051590245,0.20396586,0.35168293,4.673874,0.24899511,0.26929268,1.9717369,0.28480977,0.05799024,1.3635026,0.38819513,20.407755,1.0738585,2.1185122,3.6167216
12,8.518409,0.45528573,0.06122449,0.8527348,0.7047346,1.0231019,0.22528572,0.27589795,0.020408163,1.0170203,2.678551,0.34902042,0.43851018,0.08163265,0.15312245,0.12687755,0.35955098,0.118346944,0.5466531,0.17612246,18.562754,0.33369392,0.047061224,0.16614287,0.06122449,0.18620409,0.5292449,4.3705716,0.26926532,0.09163266,2.34249,0.39806125,0.15471429,0.9620612,0.2695306,11.183634,0.6211837,2.7370205,5.026041
13,8.71737,0.34425265,0.20754735,0.68671584,0.3869579,0.9121052,0.16921051,0.17284209,0.06488421,5.828978,0.8679473,0.17701055,1.5159788,0.037010524,0.33353686,0.1344421,0.32409474,0.09466316,0.5986526,0.07698947,11.686526,0.2440421,0.056663163,0.33613682,0.06213684,0.16154736,0.5534526,4.3412104,0.2754,0.3778105,1.8890103,0.225,0.047063153,1.1248106,0.06430527,8.241094,0.49597898,4.584685,7.5564
14,15.448128,1.0563333,0.17579411,0.7186764,0.44813728,0.8681766,0.109715685,0.2472647,0.09240196,3.5094607,0.5891079,0.114892155,0.6621765,0.029411765,0.24133337,0.17595096,0.12714706,0.04295098,0.35115692,0.12254902,6.560902,0.2109804,0.06442157,1.3978332,0.04517647,0.24312745,78.66781,4.004696,0.5170588,0.320451,1.8367352,0.66527444,0.09786275,1.1422449,0.13969608,4.6363726,0.51028425,3.869893,7.5068445
15,10.021015,0.43919447,0.06393055,6.282805,0.17681946,0.44513887,0.16341668,0.4579028,0.09211111,6.901098,2.845861,0.26540276,0.34327778,0.1005,0.12268056,0.10947222,0.034013886,0.058569446,0.47234726,0.07858333,23.999336,0.33891666,0.10147222,0.03388889,0.030291667,0.09509722,0.36719444,0.6643055,0.0,0.35245836,1.5172638,0.09308334,0.008819444,0.4925278,0.027777778,1.884097,0.6154306,3.7719722,7.758611
16,15.645267,0.3639333,0.033333335,1.2784332,0.2412,0.9559,0.1386,0.40333334,0.033333335,0.033333335,5.367599,0.1,0.8771,0.0,0.1951,0.127,0.18969999,0.12243333,0.58783334,0.06666667,19.443434,0.32936665,0.15996668,0.68853337,0.0,0.15106668,0.42926666,3.7561336,0.21243334,0.15396667,1.7286667,0.122266665,0.033333335,0.43703333,0.16666667,6.2834005,0.8118,5.244268,7.8899336
17,11.475501,0.7760588,0.14864706,1.8307942,0.52117646,1.607794,0.17482354,0.41511765,0.05882353,6.8904414,2.6374118,0.3868235,0.8193235,0.0,0.35305882,0.30361766,0.0882353,0.13170588,0.77529407,0.05882353,22.707592,0.35273528,0.100117646,0.35732353,0.01832353,0.30238235,0.64638233,7.0571175,0.8495,0.44014707,1.7428529,0.1962059,0.107999995,1.1619706,0.0882353,12.966942,0.7550294,4.4397345,8.159
18,7.454465,0.7289419,0.05711628,0.5251628,0.7045466,2.949209,0.046895348,0.27366278,0.10093024,2.230919,5.616408,0.20474419,0.8698372,0.013337209,0.2570465,0.5821046,0.15010464,0.06967442,0.52474415,0.06552326,11.127304,0.32373255,0.011627907,0.4199535,0.034883723,0.10525581,0.3152093,5.391035,0.2852442,0.24994184,2.0296395,0.13062792,0.023255814,1.0213722,0.48536044,13.183606,0.8170349,3.4977562,6.369139
19,7.5022054,1.0330682,0.17368183,0.8656363,1.0547273,1.7172276,0.1415,0.30531818,0.086363636,2.3733864,7.811705,0.1881591,0.7914999,0.022727273,0.21138638,0.20731817,0.25065908,0.0,0.4675227,0.045454547,23.33141,0.24790908,0.08506818,0.35579544,0.024613636,0.24531817,0.3583864,8.401933,0.26386365,0.19522728,2.1196816,0.072,0.066045456,0.9268637,0.3135,16.77841,1.1349773,3.1727273,5.983591
20,15.486935,0.45882222,0.082155555,1.2217555,0.18194444,0.5782222,0.09524445,0.22533332,0.057733335,3.5825887,0.5497889,0.09393334,0.58404446,0.03461111,0.19047777,0.04792222,0.06476667,0.060755555,0.38296667,0.1055,11.687432,0.20595556,0.059355557,0.6441,0.026422223,0.064611115,0.33258888,2.7219667,0.18544444,0.17102222,1.4572556,0.04002222,0.036377776,0.69976664,0.022222223,2.4748664,0.53664446,5.350489,9.273777
21,22.246246,1.1961834,0.07981667,1.6125834,0.88221663,1.1036334,0.081300005,0.06581666,0.0,0.22705,3.432517,0.16521667,0.8480333,0.087900005,2.2950833,6.165917,0.46023333,0.035433333,0.49371666,0.08618333,2.7076669,0.25846666,0.09841666,0.4857833,0.058766667,0.1185,0.37781668,3.4701662,0.12451666,0.24221666,1.5314165,0.12893334,0.16651668,0.7843166,0.34906667,15.7657995,0.9781833,6.884434,13.41132
22,17.406176,1.3998823,0.0882353,0.64311767,0.6896471,1.2614119,0.17023529,0.22738235,0.2027647,0.41302943,13.924472,0.78073525,0.43797055,0.04029412,0.32644117,0.5688529,0.7662058,0.0,0.476,0.1557647,13.493706,0.29035297,0.0,0.57632357,0.10705882,0.27161765,0.4899706,3.7418237,0.24135292,0.20714706,2.5272942,0.30494118,0.2287647,1.0826176,0.26958823,12.432736,1.2749412,4.8445888,10.034647
23,6.8989697,0.6586364,0.13760605,1.078697,0.45545453,1.5219697,0.27406064,0.060606062,0.09609091,0.64424235,3.006667,0.13072728,1.4327575,0.012545454,0.121212125,0.7008182,3.0590909,0.18254545,0.60203034,0.04909091,6.440849,0.107,0.0,0.32639393,0.0,0.060606062,0.5640303,5.40903,0.19730304,0.078606054,2.2126665,0.060606062,0.035454545,0.95527273,0.223,15.742968,1.5173938,2.1290305,4.1189394
24,8.77399,0.74997824,0.10495652,0.69932616,1.1672499,1.972989,0.09860869,0.19640216,0.049021743,0.4250217,3.3998804,0.18821739,0.83645654,0.082815215,0.10919565,0.093054354,0.22051086,0.07069565,0.39076084,0.02173913,9.042542,0.19977173,0.010869565,0.40352178,0.0413587,0.14077173,0.26372826,5.353945,0.11915217,0.1486739,1.7836194,0.019576088,0.05048913,0.6850761,0.39877173,8.293217,0.42968476,3.3958263,6.269011
25,6.0278053,0.5757701,0.091045976,1.0865401,0.87770116,2.4777129,0.1150115,0.23464367,0.09905747,0.85781604,8.224977,0.24389654,1.3344829,0.075632185,0.1341839,0.37087354,0.5384023,0.037011493,0.4647471,0.11893103,4.5695395,0.25093102,0.04489655,0.6517128,0.047114942,0.14244828,0.42085055,3.2163675,0.35643676,0.14567816,2.271517,0.07895402,0.14474712,1.4338393,0.37290806,19.93484,0.8381609,2.078276,4.28815
26,5.1305437,0.33263335,0.052855555,3.091989,0.10884445,0.014566666,0.0629,0.8280222,0.057377778,0.1358,3.6329665,0.16653334,0.16533335,0.07777778,0.16791111,0.24618888,0.1,0.051177777,0.5641111,0.05571111,32.385754,0.3215889,0.09327778,0.12153333,0.09512222,0.08398889,0.4408778,0.5810555,0.6728445,0.15636666,1.3306,0.71519995,0.011144444,0.33763334,0.033333335,0.48934445,0.48314446,2.018189,3.5626671
27,10.634773,0.54283994,0.02934667,4.859054,0.24242668,0.28657332,0.14305334,0.39353335,0.062080003,6.241227,3.6867468,0.45656002,0.28946665,0.026666667,0.27188,0.3680133,0.092626676,0.088933334,0.8553733,0.09431999,26.590414,0.42654666,0.09528001,0.09368,0.031266667,0.17513333,0.38123998,1.1453466,0.06666667,0.26964,1.6927065,0.23477334,0.028040003,0.35393333,0.036733333,0.23930667,0.42050666,2.7994397,4.936653
28,2.8979783,0.38095647,0.043978263,8.625697,0.12752174,0.14123912,0.114847824,1.534848,0.04567391,1.1098044,4.9708257,0.14215218,0.2796739,0.02173913,0.03680435,0.26878262,0.08695652,0.14226086,0.8329347,0.08695652,31.074984,0.35191303,0.02173913,0.2116087,0.02173913,0.08695652,0.22645652,0.9789783,0.02173913,0.17419566,1.6810433,0.16021739,0.02173913,0.23597825,0.02173913,4.1328697,0.8163261,1.066913,2.0559347
29,7.1799493,0.5526124,0.0375,0.72929996,1.325975,2.241963,0.1137625,0.1673125,0.104412496,0.10125001,4.7959003,0.2302875,1.3762374,0.15290001,0.2158875,1.6035626,0.653325,0.0495,0.35446247,0.039987497,3.0349,0.095475,0.0560125,0.5265875,0.074625,0.065625,0.360825,2.5222003,0.0657375,0.24818747,1.7596248,0.0729375,0.0663,0.86478746,0.46680003,22.725504,0.98656255,3.2334373,6.2698507
30,3.6334996,1.1375952,0.071428575,0.39211908,1.0085,0.7369525,0.025333334,0.1369762,0.04761905,0.5519286,4.260475,0.23366667,0.29454762,0.0,0.08159524,0.16671428,0.071428575,0.0,0.19304761,0.0,5.991857,0.10654762,0.0,0.23083332,0.0,0.023809524,0.29483333,3.606738,0.19302382,0.06411904,0.8927857,0.13502382,0.0,0.4052619,0.56804764,16.374212,0.5630953,1.9670715,3.0810478
31,13.249269,1.0087658,0.082333334,3.0240629,0.4365045,1.0533422,0.12771171,0.24108109,0.041765764,1.2912343,3.685748,0.18207209,0.79908115,0.05745045,0.23556755,0.28335136,0.26663962,0.05337838,0.69163966,0.18080181,26.122477,0.41152254,0.0922072,0.5874594,0.044018015,0.17919819,0.39537835,5.2401986,0.16492791,0.21007206,1.9427388,0.07779279,0.06559459,1.1683693,0.26345944,6.72338,0.5745406,4.5287485,9.160108
32,10.743391,0.62942535,0.06994253,1.6645864,0.468023,1.2224253,0.18255173,0.18473564,0.011494253,0.5777011,3.3854127,0.124908045,0.7312184,0.054563217,0.10812645,0.31887358,0.17291954,0.03448276,0.4598735,0.08765517,5.433034,0.2903908,0.023505747,0.47604603,0.022988506,0.12233334,0.33887357,3.0263674,0.20609196,0.19199999,1.6516894,0.13452873,0.09397702,0.616023,0.16954026,13.918885,0.78086203,2.8290687,5.2136903
33,6.8545165,0.40079573,0.10131184,0.64308596,0.6349355,0.95488167,0.118010744,0.2803656,0.06864516,1.5281503,4.661903,0.23240858,0.75763446,0.054655917,0.20290324,0.1347957,0.60230106,0.051258065,0.47555915,0.12460215,6.6174073,0.26676345,0.014741936,0.30681717,0.036322583,0.09315054,0.37292472,2.8341403,1.7886775,0.2943656,1.8606559,0.22954838,0.07284946,0.70677423,0.25455916,13.484503,0.94294614,2.142817,3.4746664
34,6.6257653,0.6513125,0.19782813,0.545,0.8060469,2.019047,0.14465626,0.21423438,0.0471875,1.4254844,4.64039,0.188125,1.2071719,0.072671875,0.16115625,0.20867188,0.72751564,0.08248437,0.6187031,0.09903125,8.386437,0.33521876,0.013765625,0.31784377,0.0,0.07110938,0.42631248,5.2929688,0.5446563,0.211,2.313094,0.1781875,0.0490625,1.117328,0.36896876,18.933016,1.1223595,1.6867969,3.943031
35,4.996287,0.58958626,0.08463218,0.62721837,1.3044024,2.2385862,0.09850574,0.326,0.024149423,4.8621497,8.927101,0.42744827,1.1648389,0.11093103,0.18703447,0.26874712,0.0740115,0.057471264,0.54250574,0.034586206,15.165346,0.37256315,0.03649425,0.532977,0.057862073,0.18887356,0.42755172,5.2100453,0.2362184,0.19610345,2.1998155,0.18279311,0.07283908,0.7929885,0.6412529,17.287493,0.8235403,1.9951837,3.7748168
36,4.689247,0.7876054,0.32372478,1.5084314,1.256422,2.7963204,0.17766972,0.41492662,0.13089909,5.7901387,4.311853,0.24009173,2.4328072,0.029926606,0.13708256,0.29131192,0.15779817,0.106082566,0.53515595,0.056917433,19.245308,0.44387153,0.08230275,0.4902018,0.02617431,0.3266055,0.40444037,6.573724,0.25509176,0.24814677,2.259624,0.23828442,0.116339445,1.613486,0.5199817,25.153614,1.0731837,1.5517981,2.8693576
37,4.4475255,0.34370512,0.08396154,13.774233,0.15087178,0.2222436,0.05374359,0.40910253,0.025641026,0.13144872,1.9107181,0.04676923,0.09224359,0.116217956,0.12973076,0.28460252,0.0784359,0.10039744,0.39792305,0.028192306,23.029745,0.22189744,0.13562821,0.06741025,0.051282052,0.0738718,0.2134359,0.40665382,0.39807695,0.084012814,0.70101285,0.31593588,0.056461543,0.19394872,0.044692308,0.837782,0.21496154,2.0393717,3.4785895
38,4.2811055,0.46923688,0.10590351,0.8630175,0.30280697,0.6987632,0.0833772,0.2095877,0.10258772,1.0905088,8.32937,0.29802632,0.46386838,0.11942106,0.16980702,2.4002807,0.3502544,0.03508772,0.4039649,0.021,6.7925434,0.21244736,0.0,0.23057017,0.046745613,0.100096494,0.5982018,3.3475168,0.3336579,0.16771929,1.7609035,0.0649386,0.075885974,0.53095615,0.15941228,11.957,0.6349913,1.3187104,2.2466753
39,5.338864,0.3541356,0.21789831,1.0802542,0.5022373,0.7183898,0.10130508,0.1779661,0.08850848,3.8998814,3.5158143,0.21294914,0.19861016,0.033694915,0.08674576,0.2489661,0.062101696,0.033898305,0.23535594,0.04276271,7.4066787,0.15854238,0.016949153,0.016949153,0.0,0.09154237,0.46877968,1.1910677,0.11744068,0.2199661,1.1164237,0.13505085,0.055999998,0.46227118,0.281661,12.476458,0.6279661,0.7389322,1.7213053
40,2.8506584,0.8336022,0.27618182,1.2357272,1.6028861,2.6863291,0.095556825,0.33357954,0.075568184,3.3852844,5.3203983,0.1332159,2.0075343,0.07231819,0.20135227,0.27278408,0.07525,0.024522727,0.48447722,0.030568182,18.264793,0.35014775,0.048556816,0.36432955,0.05664772,0.18043183,0.30942047,3.892125,0.19289774,0.26375,1.9243293,0.20727271,0.07961363,1.4902843,0.5927727,26.555445,1.1714205,1.1520339,2.2515454
41,4.936344,0.49249494,0.12238384,2.5605354,0.76978785,1.1165959,0.15739395,0.13706061,0.06868687,2.646444,2.1757169,0.10507071,0.54812115,0.071747474,0.09641414,0.8784747,0.09313132,0.081030294,0.58104044,0.06477778,20.339596,0.3460808,0.036363635,0.42594948,0.050191917,0.22956567,0.27059597,5.401666,0.23871718,0.28667676,1.7309897,0.098686874,0.030333333,0.6091414,0.2719899,13.126886,0.6157576,1.7285554,3.3544745
42,8.137212,0.7178334,0.37234256,0.91463435,1.2765096,2.8290877,0.18288428,0.46247217,0.07682408,8.3689575,2.0668614,0.23647687,1.5571344,0.03777315,0.15287037,0.15840282,0.22113888,0.07698611,0.60680556,0.10352315,21.2615,0.38607407,0.089731485,0.5420972,0.09420834,0.23187965,0.38821766,5.4897885,0.21350002,0.25083795,2.1270695,0.20904168,0.06588426,1.3378427,0.27280095,15.560578,0.7543564,1.7267871,3.5306063
43,8.21154,0.9896467,0.18087426,0.55813766,0.8831976,1.2565032,0.10280239,0.2771377,0.06659881,0.5817186,14.160047,0.37194613,0.19605991,0.16589822,0.19485629,0.20605987,0.12671258,0.045161676,0.46732932,0.08044909,9.161934,0.14591017,0.01439521,0.29531142,0.055874247,0.11540719,0.40380836,2.761084,0.11592815,0.24807787,1.9403954,0.1511557,0.053928148,0.92281437,0.42690423,17.092144,0.69195217,2.6879456,5.083425
44,3.8877726,1.1745,0.10318182,7.434273,0.18281817,0.045454547,0.056909088,0.56313634,0.09090909,2.0506365,3.9625452,0.20172726,0.14145455,0.0,0.045454547,0.0,0.22972727,0.1655,0.59749997,0.0,21.6775,0.18181819,0.09090909,0.09304545,0.046227273,0.09090909,0.34163636,0.95131814,0.045454547,0.22204544,1.0986364,0.27131817,0.0,0.18181819,0.045454547,2.260909,0.33522725,2.175409,4.108137
45,12.0422,0.5723404,0.12802128,0.77369153,0.5206702,1.4243405,0.06257447,0.06826595,0.1538617,0.33909577,2.9058506,0.03712766,1.0804788,0.085308515,0.27690426,0.2787979,0.23206381,0.107180856,0.49228722,0.016202128,5.1130314,0.26728722,0.031,0.6556064,0.05529787,0.18095745,0.37712768,5.999202,0.17348936,0.38088295,1.8577123,0.56864893,0.09238298,0.75811696,0.28364894,12.595225,0.7409255,3.7963936,7.137701
46,6.5645127,0.48454446,0.033333335,0.5558222,0.7942444,1.8596666,0.08512222,0.103577785,0.0411,0.07777778,2.9216893,0.054788888,0.9543334,0.027388891,0.022222223,0.08313334,0.5906111,0.011111111,0.3294222,0.060700003,3.2979553,0.15847777,0.04702222,0.39738894,0.0,0.1061889,0.32745555,3.9149332,0.22063334,0.19104445,1.6273997,0.063722216,0.06086667,0.4164778,0.2414889,8.803678,0.46554446,2.5914333,5.081289
47,19.05414,0.96042484,0.072415926,0.65776104,0.3655044,0.5409646,0.07941593,0.14438938,0.047831856,0.7888318,2.4653544,0.04590266,0.5754513,0.017699115,0.43773448,0.29641593,0.120938055,0.032486726,0.4570796,0.17561062,9.52628,0.38635397,0.06515045,0.6566284,0.08517699,0.05443363,0.26588497,2.759894,0.11710619,0.17521238,2.0251503,0.1369292,0.05845133,0.83537173,0.097469024,4.0852566,0.62100893,7.9199815,14.068758
48,12.849648,0.8426341,0.17378049,0.7925732,0.3960122,0.68039024,0.21936586,0.2602805,0.074280486,4.4647923,0.27059755,0.15863416,0.88260967,0.044439025,0.34060976,0.051817074,0.20452438,0.025926828,0.43836585,0.042963415,7.3376584,0.32945123,0.05330488,0.44725615,0.032012194,0.15040244,0.36263412,2.471232,0.14941464,0.09614634,1.6996706,0.26758537,0.06471951,0.8741706,0.120463416,4.8538914,0.4218171,3.8494148,6.6229634
49,12.289951,0.66209257,0.118472226,6.60187,0.31444442,0.2961852,0.14075926,0.4445278,0.16547221,9.748554,7.269183,0.44016668,0.32276848,0.3527223,0.31465742,27.964073,0.17787036,0.12687963,0.5373333,0.105666675,20.179972,0.37234262,0.09889816,0.11777778,0.07652778,0.1489074,0.29505557,0.6975463,0.07732407,0.23964813,1.8445002,0.19730556,0.29528704,0.44484258,0.038351852,0.25996295,0.46416664,4.763612,9.150664
50,6.38196,0.58046794,0.11792119,0.4564483,1.2154628,3.0864334,0.08660591,0.6286256,0.098044336,0.3202906,6.747473,0.181867,1.0513842,0.08896551,0.15898031,0.74518716,0.0854138,0.06904926,0.4183597,0.049600985,6.0624814,0.2376355,0.017571429,0.7218128,0.014778325,0.16748768,0.27157146,3.5384088,0.16619211,0.2855813,1.8223798,0.32373402,0.073665015,2.0945418,0.42274386,17.875616,0.95181274,1.2703991,2.4357488
51,9.159133,0.5605781,0.16003124,1.4080781,0.28203124,0.54322654,0.22010937,0.27632812,0.0390625,6.1035233,0.9196172,0.21601564,0.42828128,0.039210938,0.14359376,0.10151563,0.12869531,0.033992186,0.43475002,0.0144296875,15.154893,0.20135938,0.06746094,0.20908594,0.042914063,0.04208594,0.27024215,2.201758,0.19677342,0.20295313,1.0465313,0.11253125,0.066515625,0.63798434,0.07134375,6.0368123,0.5066094,2.5545547,6.218103
52,8.472532,0.36455855,0.078396395,4.164838,0.11954955,0.08133333,0.15557659,2.2188742,0.054117117,0.12045945,4.493091,0.35173878,0.3463694,0.06684685,0.12792793,0.094648644,0.37420723,0.041783784,0.6198649,0.009009009,31.150063,0.32463065,0.09081981,0.11049549,0.007387387,0.06709009,0.4609189,0.6636396,0.20592794,0.1687928,1.6597837,0.22318918,0.058630634,0.42526132,0.046090093,0.47337842,0.3771532,2.9706671,5.662965
53,9.865558,0.5540679,0.15741201,0.7448439,0.7249279,1.9587996,0.162036,0.28636003,0.076088004,4.3252487,3.2366354,0.21245602,1.181308,0.05376,0.188692,0.551048,0.16538401,0.03644,0.61826813,0.09833599,12.523652,0.31239998,0.032668,0.36390802,0.055556,0.17309597,0.467852,6.001072,0.45872402,0.351616,1.9191923,0.28556797,0.100988,1.4818679,0.31083596,13.080214,0.7724321,2.5352676,4.760112
54,8.889943,0.4468857,0.028571429,2.756771,0.14285715,0.7684571,0.20022859,0.15205714,0.10028572,0.50780004,6.868543,0.28917143,0.25854287,0.116657145,0.10642857,0.4077143,0.1166,0.028571429,0.40782857,0.034257144,10.594028,0.16917142,0.08571429,0.47151423,0.057142857,0.0,0.32774287,2.7173145,0.14285715,0.16551429,1.7675714,0.29720002,0.028571429,0.41002858,0.09265714,9.421629,0.7202571,2.1343143,4.006714
55,9.909426,0.705307,0.16260396,1.5732574,0.7157723,1.734099,0.11333664,0.33818808,0.16449505,0.36572278,8.3315935,0.2862079,1.4051981,0.077257425,0.16573268,0.29702967,0.2320891,0.03382178,0.40998018,0.036485147,8.786219,0.18991089,0.029821783,0.69725746,0.02971287,0.14704952,0.3570891,2.875832,0.1619703,0.19229703,2.1388416,0.5190792,0.07174257,1.188297,0.2190297,10.488059,0.5178218,3.044713,6.1980205
56,9.621975,0.8384899,0.1449396,2.9630527,0.6736912,1.3778992,0.11020805,0.23576511,0.12008054,0.70479196,7.2181396,0.2509933,1.248282,0.07985906,0.19540939,0.14764428,0.3694966,0.05538255,0.6473556,0.034677852,13.638576,0.26065773,0.047496643,0.51132894,0.07154363,0.18255034,0.75190604,2.917362,0.12427517,0.373698,1.9579533,0.046550333,0.013422819,0.7864765,0.2714832,13.066153,0.83024174,2.4706712,4.3933215
57,5.0360227,0.57215554,0.05822222,0.24266666,0.57255554,2.619666,0.0,0.24222223,0.022222223,0.47084445,7.453334,0.27108887,0.44215554,0.13037778,0.07282222,0.2888222,0.21499999,0.06666667,0.29564443,0.08888889,8.672733,0.34142223,0.07128889,0.25915557,0.13046667,0.08068889,0.46346664,2.8968,0.25302222,0.28235555,1.4460888,0.09115556,0.022222223,0.72662216,0.21113332,18.426668,0.6022,1.774822,3.3304443
58,10.4236145,0.6338841,0.07452174,1.3491377,0.2955,0.8037537,0.1298913,0.11892028,0.037195653,0.50320286,2.83458,0.16381884,0.50652903,0.038956523,0.23624636,0.20142753,0.16928262,0.071942024,0.5101956,0.089340575,17.114946,0.28021014,0.06447101,0.27453628,0.038028985,0.08755797,0.27661595,3.4231813,0.13222462,0.28067392,1.4751302,0.061123185,0.07814493,0.77263767,0.097217396,6.353262,0.46965215,3.150385,6.0826235
59,13.13449,0.5074204,0.09344318,15.33122,0.2315,0.117875,0.18154545,1.1139545,0.10222728,1.4501818,4.714114,0.30021593,0.3694432,0.092943184,0.14245455,0.16986364,0.17647728,0.10660228,0.84287494,0.1621591,49.57345,0.520625,0.11984091,0.15432955,0.047329545,0.09770454,0.3550341,0.99653417,0.058784094,0.22530681,2.2275221,0.41306826,0.05464773,0.7314091,0.07930682,1.779409,0.7767614,2.310125,3.9688065
60,13.140148,0.6245555,0.11111111,1.1191481,0.35370368,0.46407408,0.11111111,0.35651854,0.0,5.271297,0.34096295,0.037037037,1.6201851,0.0,0.15607406,0.037037037,0.22740743,0.037037037,0.34925926,0.074074075,10.2899275,0.1805926,0.037037037,0.59785193,0.037037037,0.054814816,0.26251853,1.3978149,0.11111111,0.0,1.6686294,0.17166668,0.050777778,0.41485187,0.24796297,4.7317038,0.32255554,4.169223,8.651297
