cell_id,H3tot,H3met,CK5,Fibronectin,CK19,CK8/18,TWIST1,CD68,CK14,SMA,Vimentin,Myc,HER2,CD3,H3phospho,ERK1/2,SLUG,ER,PR,p53,CD44,EpCAM,CD45,GATA3,CD20,betaCatenin,CAIX,Ecadherin,Ki67,EGFR,S6,Sox9,vWf_CD31,mTOR,CK7,panCK,cPARP_cCasp3,DNA1,DNA2
1414,8.746333,0.59533334,0.094958335,2.116917,0.5482916,2.8723333,0.31783333,0.22829168,0.17116666,5.2630835,1.710625,0.20099999,1.148125,0.0,0.33699998,0.14041667,0.34833333,0.14758334,0.67283326,0.099750005,30.309378,0.43029168,0.0,0.442125,0.041666668,0.27,0.5485417,7.156709,0.21883333,0.23833334,2.2040415,0.12641667,0.06408333,1.3544583,0.21800001,13.277167,1.2065002,1.5665418,3.599208
1415,7.9763703,0.56842995,0.11168394,0.8346321,0.81315523,3.5843227,0.12590156,0.2502902,0.20795852,0.46027467,17.160822,0.45717102,1.1812174,0.17701556,0.15889639,0.46158022,0.525513,0.058290154,0.64204144,0.043062177,14.404041,0.31295335,0.054678753,0.50503623,0.05853886,0.1764974,0.49664763,5.8575444,0.24986528,0.33934194,2.4682438,0.2126891,0.18160103,2.6827817,0.48290157,18.589647,0.89002585,1.4837669,2.4440572
1416,9.7206745,0.6302222,0.16047531,2.1089878,1.0369505,3.7682714,0.17701852,0.2645926,0.12926543,5.006477,14.844487,0.37691364,0.9521051,0.13337654,0.12160494,0.31017286,0.4106605,0.07817284,0.53242594,0.096969135,16.165998,0.41293824,0.051290125,0.36831483,0.07612346,0.21108024,0.3994691,4.5252347,2.7363026,0.35108024,2.2961915,0.23114814,0.087172836,1.7397283,0.55188274,28.19279,1.2187655,1.7900059,3.6646852
1417,5.756285,0.59062296,0.22518852,1.4432294,0.6493852,1.7802703,0.23838526,0.53327864,0.12023771,14.39715,4.4101963,0.35363936,0.8948771,0.07336065,0.18842624,0.20333606,0.45665574,0.0327459,0.40471312,0.1285082,17.72573,0.33953282,0.08065574,0.2397459,0.093147546,0.19404098,0.43595082,4.950253,0.22008197,0.30481967,2.043664,0.1199918,0.04709836,0.7318934,0.35988525,17.385618,0.6720164,1.381951,2.9438848
1418,4.677467,0.7770802,0.19526277,7.2658176,0.69405836,1.8922114,0.3171168,0.5878029,0.17145255,14.08548,6.581927,0.45237958,1.0097955,0.06565693,0.16474453,0.7000876,0.2643723,0.1260438,0.9631971,0.09360584,41.132748,0.5683942,0.10992701,0.37973723,0.06643066,0.18456934,0.6632335,5.300323,0.20227738,0.5467227,3.0248027,0.16432118,0.31657663,0.9213285,0.124058396,11.977752,1.157343,1.0497736,2.1427736
1419,15.221767,0.6550147,0.12189705,8.797868,0.49489707,0.47589707,0.19502941,0.3030441,0.043294117,2.5985298,6.6696186,0.26944116,0.80600005,0.03719118,0.17261764,0.17783822,0.22186765,0.12735294,0.7490883,0.13929412,19.135252,0.56247056,0.09566177,0.88525,0.11045589,0.10613235,0.4103235,3.9118972,0.34127942,0.44664708,2.5849853,0.3932794,0.13057353,0.6779999,0.17605883,7.249751,0.89305884,2.6609266,5.5926175
1420,5.130698,0.6756896,0.095275864,5.298903,0.15535863,0.12926207,0.10028276,1.2407446,0.07575862,0.38183448,1.9451308,0.22205515,0.49968278,0.039062068,0.16374484,0.2593655,0.13617931,0.061572418,0.7474206,0.09170345,44.157642,0.45654482,0.33344826,0.0669862,0.078600004,0.060331035,0.40854487,1.0139725,0.057282757,0.24506897,1.6403859,0.10417241,0.03385517,0.4100138,0.062055174,0.9956345,0.5257517,1.7807312,3.749566
1421,14.429534,1.0904775,0.1497809,2.3781796,1.3475113,1.701466,0.18522473,0.3396629,0.115837075,1.646545,4.3219614,0.19285393,1.150219,0.060623597,0.25457302,0.25660113,1.199348,0.059932586,0.6177416,0.10304494,19.028048,0.41884273,0.105146065,0.39025843,0.07839326,0.24289888,0.5895451,4.527432,0.21082585,0.4629156,2.8932528,0.30104497,0.13467416,1.5489888,0.8465617,33.044388,1.456955,1.9472358,4.2782474
1422,10.613236,1.0314342,0.08086842,23.561344,0.45686838,0.2186579,0.2510921,2.610171,0.24978946,0.23889472,17.214552,0.83861846,0.72671056,0.12328947,0.17078948,0.47985524,0.20356578,0.2597763,0.96040785,0.09210526,52.26575,0.76302636,0.20557895,0.4565,0.18794738,0.23646054,2.38675,0.7284605,0.089157894,0.44430265,4.482067,0.16893421,0.124736845,0.95202625,0.123052634,0.5050395,1.185158,1.4928026,3.1152108
1423,9.127363,0.6538244,0.18544593,4.2345138,0.7453108,3.279824,0.21882434,0.9008783,0.20282432,7.960554,2.3550675,0.3866216,2.8948236,0.027027028,0.14727028,0.027783783,0.08086487,0.0697027,0.81418926,0.11224324,31.40234,0.663973,0.055864863,0.6365946,0.04054054,0.32756758,0.52790546,3.2197163,0.1928784,0.22486486,2.6049461,0.20952702,0.1812973,0.9000271,0.33321622,19.619148,0.7643243,1.7087432,3.6839595
1424,11.02501,1.4918205,0.33210254,3.688061,3.6887429,2.030846,0.20165128,0.19507693,0.15720512,1.1658103,10.887072,0.41406152,1.9152924,0.13237435,0.1696718,0.1331641,0.53380513,0.07797949,0.5510514,0.09928718,13.900583,0.40824094,0.07155385,0.58468205,0.07182051,0.18843077,0.6143385,3.9688654,0.1698359,0.42906666,2.3252206,0.29070255,0.08872308,1.1192921,2.0745182,54.192814,1.6099743,3.5220203,6.818975
1425,10.30362,0.74550194,0.17994905,2.5355613,1.6590122,2.650102,0.16683137,0.23183922,0.14983529,1.2882673,11.639602,0.3143176,1.8197136,0.12370196,0.2510941,0.5311019,0.36570978,0.06987451,0.53773725,0.09874119,13.046215,0.32361174,0.0679451,0.81807065,0.08609412,0.13080783,0.39614117,4.620297,0.23015295,0.28224316,2.1766315,0.26324704,0.1301608,1.302604,0.5325137,30.979956,1.170341,1.7470317,3.3068626
1426,12.501184,0.4930792,0.08508911,7.0895357,0.20619802,0.07826732,0.13620792,2.214198,0.11155446,0.5313465,11.361275,0.43724754,0.41483167,0.17375247,0.31037623,0.17233664,0.19968317,0.17153464,1.0951684,0.13590099,83.88315,0.66447526,0.6087623,0.1978713,0.03960396,0.20353465,0.56128716,0.7535445,0.97254455,0.34029704,2.3016143,0.4500396,0.06939604,0.7629406,0.045752477,0.39936635,0.86936635,3.4750493,7.3457527
1427,2.3252435,0.3423784,0.15143242,11.760348,0.17856757,0.206,0.23586488,0.9851892,0.10810811,0.19445947,10.355107,0.3777297,0.18194595,0.14254054,0.08140541,0.5145405,0.23675676,0.107891895,0.7356487,0.11275675,69.787285,0.8437028,0.17405404,0.22937837,0.056297295,0.10810811,15.185214,0.8172973,0.05835135,0.30383787,1.640081,1.5421351,0.19591893,0.29972973,0.056081083,0.3132162,0.53662163,1.4866486,2.3807566
1428,16.028429,0.3151771,0.10463542,1.4951563,0.5009895,0.9972396,0.16766667,0.09686458,0.118135415,0.62752086,6.5083523,0.28996876,0.5180625,0.061781254,0.15176041,0.1014375,1.1404896,0.085906245,0.3753334,0.083333336,5.7685924,0.2869896,0.045104165,0.48309377,0.07123958,0.09284375,0.45168754,1.7420832,4.229052,0.2084375,1.9078435,0.46790627,0.06572917,1.1236147,0.18158333,8.46878,0.7702708,3.1274366,6.206405
1429,3.6773982,0.71373445,0.18727434,1.4691948,0.9156637,2.4393983,0.219823,0.47693804,0.10399114,12.445371,5.482,0.4457611,0.83157516,0.14949559,0.18465488,0.11791151,0.36101767,0.07184071,0.7845752,0.03572566,21.95974,0.39059293,0.044247787,0.29454863,0.048477873,0.25906196,0.2361062,7.2320604,0.29594687,0.3160177,1.9550529,0.44323012,0.100442484,0.6855663,0.37045127,24.148506,0.8371948,0.8810974,1.4969203
1430,11.889702,0.572519,0.15651909,13.727942,0.2614275,0.14047329,0.14512977,1.0585344,0.09484733,0.8192901,5.329916,0.21465652,0.35983205,0.3322214,0.10680916,0.20848854,0.23429008,0.20336641,1.2386719,0.14012977,84.198074,0.60835123,0.9407176,0.30958012,0.08335878,0.09108397,0.46796954,0.44470993,0.08164885,0.26248857,1.9772139,0.26144275,0.08949618,0.6777938,0.08555725,0.3915267,0.5809084,3.792221,6.7829547
1431,13.040623,0.5177748,0.11617117,0.8333512,1.1324865,1.5898826,0.118558556,0.19409908,0.009009009,0.4038108,3.02809,0.13718018,1.648991,0.039081085,0.24856755,0.52485585,0.18188287,0.039756756,0.70122516,0.09468469,12.325061,0.37964863,0.0531982,1.1367117,0.08863964,0.24845946,0.38213512,5.5039396,0.42044148,0.34283784,2.2315676,0.26828828,0.10854956,1.3537838,0.34382883,16.003334,0.85963064,2.2789638,5.001343
1432,15.846018,0.81575,0.18405001,1.4424999,1.15825,1.45515,0.19748333,0.13346666,0.08345,0.5912834,4.3160005,0.27041665,2.1543665,0.3010167,0.083333336,22.284449,1.7112502,0.12455001,0.51238334,0.07423333,19.514566,0.34268335,0.070133336,0.6141333,0.086899996,0.24756667,0.52140003,6.775199,0.36780003,0.31066665,2.657533,0.19446667,0.16256666,1.2944167,0.5463167,17.51262,0.8525501,3.0104833,5.489999
1433,9.571302,0.66481394,0.13665582,4.897516,1.4502697,1.4261862,0.15304185,0.7701535,0.113651164,3.529415,10.631819,0.49681866,1.0525396,0.1273535,0.19769765,0.3827302,0.7526882,0.1159628,0.8744745,0.07321395,40.846085,0.56874883,0.14931163,0.39364654,0.07253024,0.24558605,0.82501864,4.9526134,0.15661861,0.44946042,2.900191,0.41348842,0.107479066,1.2234745,0.49835348,28.860043,1.231414,2.4243114,4.689381
1434,7.783188,1.036637,0.4677347,3.4572403,2.5536447,4.3567686,0.21062042,0.46802047,0.16697143,5.7900605,28.410948,0.87139195,1.8054569,0.1829347,0.1771551,1.2357796,0.279702,0.07909388,0.6756408,0.16039592,22.581045,0.5338245,0.03958367,0.724253,0.098044895,0.38180816,0.5278531,7.5736575,0.39534283,0.3919061,2.9498978,0.21818776,0.16094694,2.39798,1.0440651,44.650963,1.5656283,1.3548652,2.5134284
1435,14.473012,0.7342788,0.127,6.8017983,2.2140768,2.2970672,0.15489422,0.33653846,0.17474039,0.89875954,14.930986,0.5541346,0.6307019,0.19422115,0.31714424,0.24488463,1.0361248,0.036576923,0.7146154,0.20472115,26.156502,0.76964414,0.10838462,0.52573085,0.13624038,0.17342307,0.5305,3.2254524,0.16245192,0.52042305,3.5751734,0.19882692,0.082567304,1.3044137,0.5618173,20.299387,1.1465482,2.524048,5.165741
1436,14.439558,0.8394966,0.19484355,5.659021,1.5109112,2.2494216,0.2397551,0.5877075,0.15841497,6.000224,15.867418,0.50641495,1.1222448,0.13013606,0.17970069,0.18599321,0.21387754,0.11526531,1.0014217,0.14031294,34.2663,0.57017684,0.1544966,0.7562653,0.09448979,0.29976872,0.64354426,8.746131,0.7959388,0.5096054,3.1191635,0.39040816,0.18078232,1.471592,0.6575511,29.791418,1.3655102,2.5807488,5.2864203
1437,11.411667,0.6202222,0.13502222,1.4282668,0.75335556,2.9918222,0.20020002,0.17944446,0.13517778,1.0869778,14.523601,0.42604446,2.3141334,0.14186667,0.17833333,0.26424444,0.3872,0.08733334,0.51611114,0.114422224,10.004266,0.29617777,0.083622225,0.7627334,0.07033333,0.06666667,0.57431114,2.294711,2.488511,0.30220002,2.6482444,0.6113111,0.044444446,1.4599779,0.42659998,19.41907,1.0101777,2.257111,5.1509776
1438,12.4559145,0.7069562,0.11742233,4.7991457,0.50494176,1.4537957,0.07470388,0.4319563,0.11106796,2.9328892,8.228592,0.24217963,0.38236895,0.7866504,0.19299029,0.41444173,0.12907766,0.1563301,0.9161797,0.12634951,56.173332,0.50452435,0.44098067,0.18578641,0.06852913,0.16596602,0.31850973,3.4122815,0.28027672,0.24409708,1.915743,0.12755826,0.11965049,1.0265485,0.22035438,11.171689,0.83769906,2.977214,5.7651215
1439,9.438898,0.6060051,0.13636364,11.030438,0.24426264,0.49190402,0.14677273,0.35933334,0.06611616,4.2500153,2.4743588,0.3855808,0.22816665,0.02020202,0.16477273,0.18971719,0.109641425,0.114095956,0.59526265,0.09292424,26.842756,0.29682827,0.10010101,0.0910909,0.05043939,0.06465152,0.3301465,1.1309345,0.0910909,0.17644447,1.2952172,0.19216667,0.0844899,0.45311105,0.07260101,3.1414082,0.40870702,2.3644192,4.395001
1440,7.8437614,0.45870826,0.18144792,9.710393,0.5143021,0.94423956,0.18050002,1.9189897,0.08951042,7.05175,4.632271,0.26635417,0.41296872,0.110947914,0.16652083,0.8906459,0.22446872,0.19498958,0.9356875,0.14853126,63.36745,0.67722917,0.31475,0.33065626,0.04697917,0.19584376,0.4608333,2.3774893,0.25225002,0.39652085,2.3758123,0.1695,0.063927084,1.0228957,0.21450002,6.8838944,0.9526978,1.1845104,2.370167
1441,7.825518,0.5184615,0.23770632,0.8457413,1.2963147,2.1487756,0.1183007,0.24584614,0.089776225,0.48975527,5.583126,0.21134967,0.9908602,0.11898601,0.1605105,5.405476,0.4513077,0.057223774,0.6753917,0.08162238,23.32745,0.52988815,0.08404894,0.35199296,0.035083916,0.20944056,0.50186014,7.488468,0.2532098,0.43083218,2.8137002,0.20565036,0.07382518,1.7378953,0.615014,24.835468,1.2526922,1.137098,2.4239154
1442,18.23867,1.103244,0.15116535,4.554251,1.3293386,1.8785745,0.24602364,0.36611024,0.17092127,2.8983386,7.8623,0.47625986,1.0175749,0.085527554,0.23148818,0.21872443,0.65496063,0.2033386,0.61544883,0.097401574,15.62859,0.40540156,0.0977244,0.5763465,0.11105511,0.25359055,0.6008111,7.1254325,0.2379685,0.45355123,3.009685,0.2336693,0.12615748,1.2489998,0.5619685,24.01155,1.2200631,2.9355114,5.840298
1443,10.118085,0.5941596,0.112531915,9.671104,0.7562872,2.960042,0.2329468,0.79886174,0.117765956,4.6341696,8.203309,0.5122447,1.4761276,0.12394681,0.1134149,0.25865957,0.36151066,0.07446808,1.1326702,0.13597871,49.688763,0.577968,0.3826064,0.6250532,0.1100532,0.23371276,0.5078937,4.6776595,1.6278721,0.40657455,3.1030319,0.21217021,0.15137234,1.9918512,0.30718085,16.909273,0.9818297,2.1130743,4.08033
1444,5.764705,0.39637256,0.07949019,14.588449,0.268549,0.12615687,0.13301961,1.3301373,0.0,0.039215688,3.7310581,0.3019608,0.26070586,0.06233333,0.019607844,0.2615294,0.06501961,0.23556863,0.58572555,0.14941177,39.218243,0.31039214,0.09803922,0.1397451,0.05882353,0.069529414,0.65933335,0.38182357,0.041686274,0.15380391,1.7553724,0.1562549,0.05882353,0.58996075,0.055019606,0.31,0.295451,1.5434511,3.3301957
1445,7.011092,0.8822874,0.20413794,2.2027814,4.5210805,4.08031,0.21925288,0.1810575,0.12566668,2.313586,13.840896,0.6098851,3.2034018,0.15345977,0.15560919,0.547885,1.0831493,0.100804605,0.64058626,0.13426436,14.523768,0.4274483,0.073505744,1.1082643,0.03448276,0.26834482,0.8932183,5.356735,0.21391954,0.5188736,3.0923567,0.5776781,0.0974023,2.417621,1.482839,62.142986,1.8964944,0.9917011,2.1857815
1446,15.060852,1.0460428,0.14239286,2.1321359,0.9610213,1.5027287,0.3183786,0.39398578,0.11857857,0.9024999,16.121643,0.5979572,2.05395,0.09869286,0.26096433,0.22583571,0.47935,0.09846429,0.7545786,0.09050715,13.398585,0.53307146,0.11287144,0.79350716,0.06979286,0.18029286,0.69189996,3.8495142,1.4319929,0.4089286,3.0135362,0.2696214,0.1401857,1.4681145,0.5776928,25.419996,1.1268141,2.5035427,5.2872796
1447,7.6162577,0.5238187,0.0858022,5.4969397,0.15845604,0.096961536,0.054445058,0.97606593,0.06892857,0.27829117,4.790561,0.41964287,0.2396703,0.08088462,0.30618134,7.7587514,0.3299945,0.0885,0.57997245,0.04860989,24.732279,0.28099447,0.12318132,0.10403296,0.03423077,0.08110989,2.5575767,0.41701096,0.03787912,0.14853296,1.4796317,0.27135167,0.067307696,0.3909505,0.03614835,0.77483517,0.616055,2.2792192,4.2738404
1448,9.326479,0.6129103,0.09330128,4.355537,0.14500001,0.06448718,0.103826925,0.82821774,0.060532052,0.10542948,2.0549104,0.27844232,0.17123075,0.032378204,0.121,0.29048073,0.09588461,0.08273078,0.44588464,0.037717946,33.955784,0.30215386,0.20130126,0.08251923,0.05371795,0.06101923,1.7791159,0.41523713,0.07603846,0.12733975,1.1943396,0.13145511,0.083801284,0.25583333,0.040339746,0.4473333,0.41872436,2.062519,3.8370898
1449,12.452771,0.62947917,0.12916666,2.0560417,0.6474375,1.6296042,0.32454166,0.17485416,0.0,0.6383125,6.292916,0.43916667,0.9472708,0.041666668,0.12945832,0.30860415,0.44679165,0.06445833,0.4705417,0.074083336,14.0338745,0.42458332,0.020833334,0.9036458,0.041666668,0.17237501,0.32758334,2.7023537,0.21581249,0.17587501,1.907104,0.36197916,0.041666668,0.5870208,0.28197917,17.553833,0.8554167,2.457854,4.5335207
1450,20.914549,0.7266774,0.19474193,1.6959354,0.4364516,1.7650968,0.23606451,0.15664516,0.06451613,1.418516,8.880646,0.2942258,0.6290645,0.09677419,0.13077419,0.11903226,0.46683872,0.06451613,0.78754836,0.09064516,7.5096455,0.2502903,0.06451613,0.514,0.032258064,0.12603226,0.27577418,3.3121934,0.80990326,0.119129024,1.862,0.4238387,0.14219354,0.98280644,0.29516128,9.75271,0.71696776,4.4941936,8.508162
1451,8.446392,1.6861458,0.34145832,1.9258474,3.2324655,0.6119375,0.1326771,0.26935068,0.12641665,1.9235692,5.0982857,0.4181076,1.8446975,0.121118054,0.2529375,4.193302,0.7568924,0.15043056,0.7758924,0.060888886,29.792433,0.42138195,0.058715276,0.92410403,0.08848611,0.2036632,0.77847934,3.6395657,0.21148266,0.32044443,2.7792048,0.23689239,0.06583681,0.7218057,1.8323334,38.213947,1.337504,2.532872,5.2834835
1452,23.480532,0.95975,0.23471428,3.1730359,0.48260713,1.5909283,0.10714286,0.31964287,0.10714286,2.66675,3.0747142,0.25957143,0.67607147,0.042107143,0.10714286,0.13889286,0.19996428,0.0,0.68517864,0.12035715,14.673464,0.2922143,0.14285715,0.90439284,0.0,0.29882145,0.16403571,8.306465,3.3969283,0.33742857,2.6205711,0.18096428,0.08346428,1.6559286,0.44410715,19.414143,1.3212143,4.1530004,7.2823935
1453,12.663235,0.6631081,0.09831351,1.3154162,0.70632434,1.8861567,0.22228648,0.2131135,0.0902054,1.7306268,5.1562743,0.22290811,2.3649025,0.091897294,0.25165406,0.4191081,0.27711892,0.054216214,0.56907564,0.053308107,10.308489,0.37052435,0.08747026,1.0704974,0.07976757,0.12334595,0.5057027,4.4257894,0.21190271,0.35257295,2.3795462,0.3082162,0.095497295,1.5771782,0.3352,19.084536,0.9985242,2.1093514,4.1822042
1454,4.744406,0.65218824,0.13364117,1.319435,0.95328236,2.4857764,0.3070588,0.47815883,0.03722353,14.96087,2.5738297,0.35025883,1.1319586,0.08435294,0.121576466,0.26134115,0.7650588,0.029776473,0.57832944,0.06922941,26.341423,0.3745706,0.076947056,0.36714116,0.07715882,0.1627059,0.4069647,7.4383407,0.34544703,0.34703523,2.1182244,0.13140589,0.075417645,0.83589405,0.33991176,20.784575,0.97576463,1.0858294,2.0876062
1455,12.519755,0.6903387,0.09935483,3.744581,0.14690322,0.7074355,0.18162905,2.2306294,0.032258064,2.4495485,10.890663,0.37187096,0.36448386,0.21083872,0.23906453,0.22835486,0.15146774,0.016129032,0.67869353,0.032854836,48.77039,0.38266128,0.13982259,0.10017742,0.088096775,0.059306454,0.34454837,1.686629,0.09806451,0.25441936,1.6323547,0.22482258,0.12987097,0.8998548,0.15593548,2.4652905,0.48903224,3.4712741,7.190227
1456,6.389903,0.42131707,0.14139025,14.482952,0.384439,0.33604878,0.20068294,0.59731704,0.024390243,0.73429275,2.459683,0.38058534,0.67629266,0.039634146,0.16821952,0.21368292,0.17817073,0.10678049,0.7703171,0.0537561,30.906218,0.39890248,0.14851218,0.15458536,0.084804885,0.17073171,1.7642926,1.5358292,0.07317073,0.13707317,2.1070733,0.08704878,0.098682925,0.5317805,0.024390243,3.961,0.77199996,1.8264879,4.1528783
1457,14.801181,1.6653649,0.1489416,1.7223939,1.9680655,0.74193436,0.31578836,0.47963497,0.08255474,11.701355,1.424124,0.5226716,3.1201162,0.052313868,0.6013212,0.5157591,0.49262047,0.057145987,0.844905,0.09127738,37.42225,0.51754737,0.13171534,0.4798175,0.08116058,0.18908758,0.96000016,5.5725775,0.18545985,0.49405107,2.8184164,0.24193431,0.05116058,0.75278115,1.3474013,26.689358,1.105949,4.051453,7.3155766
1458,15.252281,0.79251873,0.24633835,4.7293077,1.9016464,2.6601877,0.21586469,0.35676688,0.070368424,2.3272328,5.7690377,0.5140226,1.5769246,0.061639097,0.21667667,0.22556393,1.1033533,0.101030074,0.7119925,0.112293236,41.25532,0.70078194,0.117962405,0.75431585,0.074097745,0.19422555,0.7009473,4.3397293,0.21374434,0.360015,3.05206,0.24469924,0.106616534,1.4558947,0.46901512,30.560802,1.4164888,2.592324,5.620046
1459,11.429419,0.6742028,0.14014979,1.5372378,0.66711885,2.898211,0.21971364,0.27596033,0.110797346,1.3761322,8.456857,0.23990752,1.8370708,0.15753305,0.15586784,0.28588107,0.5069868,0.09565198,0.62874454,0.09037005,18.61177,0.44332597,0.071392074,0.7876257,0.10993392,0.19771366,0.5954627,7.634676,0.7142512,0.3877974,2.6476917,0.36698237,0.11869163,1.8657534,0.28113216,16.566885,0.9900969,2.428939,4.98841
1460,14.483499,0.9807308,0.2256346,1.0358462,1.4865385,0.6468846,0.17801923,0.09036538,0.064480774,0.22594231,1.3454808,0.1483077,0.6123846,0.020211538,0.33357695,0.22803846,0.216,0.08428846,0.706327,0.057692308,12.596883,0.44792312,0.15538462,0.6849231,0.08955769,0.08678846,0.50423074,2.8705964,0.06763461,0.25417307,2.4565,0.4713654,0.10409616,1.240923,1.0844232,20.998613,0.7831154,2.866673,6.6548266
1461,3.9201305,1.0539652,0.3141913,4.0892086,7.0123305,2.9707992,0.25216523,0.33644348,0.14426087,3.7347133,18.693964,0.6176522,1.9472607,0.14993913,0.15677392,0.23128696,0.80330426,0.047652174,0.68911296,0.08429565,17.970232,0.38946086,0.0438,0.7374001,0.09525217,0.19670434,0.7107043,8.219617,0.43778262,0.43096521,2.7292953,0.30008695,0.083017394,1.9486094,3.4113045,56.39566,1.775504,1.0953219,1.9421308
1462,15.847362,1.0506407,0.12605467,1.0901328,0.56328905,1.441195,0.1815547,0.2571875,0.15910155,1.0810469,5.3158593,0.21552344,2.0656247,0.032898437,0.33580467,0.17629687,0.3664297,0.07274219,0.51438284,0.06716406,6.872101,0.29039845,0.054546874,1.3183984,0.08109374,0.14178906,0.5330312,4.824116,0.32116404,0.2575078,2.279328,0.25767186,0.07592969,0.9844453,0.20830469,12.68011,0.85981244,3.1818988,5.754922
1463,21.150871,1.2007369,0.18578947,2.4325001,0.18055263,0.6461579,0.20836842,0.22499998,0.078947365,4.710763,0.8832631,0.29849997,0.81399995,0.085315794,0.4158684,0.13328946,1.1815526,0.0695,0.68486845,0.17313157,11.721314,0.28510526,0.12963158,1.1825526,0.08889474,0.21655263,0.30823684,3.993579,0.39252633,0.46271053,2.9147632,0.24921054,0.094000004,1.412,0.22660527,7.1792107,0.7827632,2.6211052,6.156868
1464,7.260559,0.38926667,0.06666667,2.8993459,0.13597333,0.123693325,0.13058667,0.18156001,0.11173333,3.5561736,1.1206135,0.18493335,0.19857334,0.04,0.07521333,0.40009335,0.06952,0.044253334,0.5882133,0.02284,22.40363,0.27481332,0.07324,0.09872001,0.11502667,0.08665334,0.35164002,0.8212933,0.058026664,0.15842667,1.2651865,0.07293334,0.027600002,0.38485333,0.0,0.122799985,0.30942667,1.6199999,2.98724
1465,10.39803,0.73579997,0.100681484,2.4155629,1.5666517,1.9638962,0.1381037,0.24199258,0.12218519,0.5538814,5.0571556,0.24834074,1.2959999,0.07376296,0.19549629,0.14408888,0.70196295,0.02362963,0.5310815,0.06628888,8.544741,0.3157259,0.08992592,0.6924741,0.048955556,0.09316296,0.4742148,3.090318,0.17333333,0.2970074,1.8444664,0.16673335,0.054103702,1.0184295,0.69889635,23.6892,1.1262742,1.7556372,3.5528972
1466,10.45245,0.45507452,0.07341614,10.619464,0.17650934,0.21363354,0.14750932,0.45913047,0.11240373,5.0631175,7.3956776,0.34006834,0.26003104,0.11022981,0.16385093,0.32808074,0.15426709,0.1441118,0.8226461,0.0815528,45.356075,0.44244722,0.25782606,0.11881987,0.05001242,0.09834782,0.34214905,0.556472,0.052124225,0.2538758,1.8809817,0.44014284,0.18793792,0.5289069,0.09977019,0.52665216,0.5365031,3.413005,6.180852
1467,2.31115,0.4697,0.05,1.91585,0.3,0.28899997,0.0,0.1,0.05,4.8134,0.2006,0.15,0.2318,0.0,0.05,0.05,0.27809998,0.0,0.3956,0.0,6.4007506,0.15,0.1,0.05,0.0,0.0,0.3082,1.1092498,0.05,0.076349996,0.91125,0.1,0.0,0.3394,0.47005,19.5209,0.792,1.2212499,2.02075
1468,14.441449,1.81765,0.13938333,2.5658164,0.65336674,1.6993167,0.24075,0.85735,0.15778333,10.674648,4.6544504,0.25163332,2.5715663,0.05,0.37193334,0.22273332,0.28228334,0.13159999,0.77341664,0.119049996,26.812433,0.33026668,0.17691666,0.63666666,0.07461667,0.20195001,0.37396666,5.189383,0.7476333,0.57638335,3.144033,0.42905003,0.13241667,1.3387666,0.25903332,13.9113,1.0884,3.8497164,8.893701
1469,12.939799,0.5920117,0.10657647,0.83697647,1.1913646,0.67517644,0.19911763,0.28311765,0.12190588,0.09565883,1.3872588,0.07058824,0.61150587,0.049023528,0.247,0.32278824,0.18371765,0.10651764,0.3381647,0.07385882,12.329562,0.18907058,0.024823532,0.5520588,0.038011763,0.10856471,0.34465885,2.889776,0.1093294,0.32737646,1.7990234,0.24597646,0.1366,0.9738353,0.5816941,11.519953,0.8882235,2.4531295,4.672435
1470,10.670268,1.0975689,0.18761207,3.9033105,1.0325001,0.374319,0.092189655,0.25444824,0.05563793,2.2531724,1.2085688,0.26969826,3.1509306,0.06627586,0.49750862,0.55604315,0.7038793,0.12830172,0.6005861,0.064379305,23.808498,0.34660345,0.021663792,0.38021553,0.024741378,0.09168103,0.6699224,2.1539223,0.07193965,0.45690516,2.3485775,0.3225345,0.04692241,0.4938708,0.6864397,17.569613,0.9777326,2.7721558,4.5843015
1471,7.3305655,0.72008526,0.07348062,7.79859,0.24288373,0.09855039,0.056728683,0.56760466,0.060379844,0.19406202,6.783658,0.46867445,0.2261938,0.08756589,0.26844186,0.23003101,0.082294576,0.055224802,0.5948295,0.08839535,40.437164,0.33921707,0.12984496,0.14006977,0.08275194,0.07301551,4.6779385,0.7726202,0.06982171,0.19431782,1.5685577,0.18146513,0.04655814,0.23090696,0.17668217,7.46228,0.5373721,2.4788764,4.946333
1472,10.899194,0.6928537,0.10717073,3.4514878,0.13007317,0.9309757,0.13497561,0.99319506,0.048780486,1.2967317,8.451756,0.32492685,0.34512195,0.13765854,0.43973175,0.17643903,0.27734149,0.118609756,0.60663414,0.048780486,49.108437,0.36717072,0.16078049,0.07990244,0.0,0.048780486,0.35485366,0.94129276,0.18187805,0.024390243,1.2005854,0.4441463,0.13343902,0.91136587,0.06617073,1.7920489,0.35843906,2.8191705,5.832488
1473,7.5555954,1.5487171,0.15956603,9.530575,1.4011226,1.1961132,0.14607547,0.13460378,0.07506604,2.698028,3.7764807,0.17567927,0.3956604,0.0649717,0.1686698,0.53393394,0.29525474,0.053490568,0.5444528,0.046084907,24.389174,0.40098116,0.1240566,0.5210754,0.09403774,0.18807548,0.4699056,2.6914148,0.16076416,0.30835846,1.5789906,0.071396224,0.03779245,0.7739623,0.6263396,22.943888,1.085,2.3647923,4.0074244
